	gCSD16_DEN_1	gCSD16_DEN_10	gCSD16_DEN_11	gCSD16_DEN_12	gCSD16_DEN_13	gCSD16_DEN_14	gCSD16_DEN_15	gCSD16_DEN_16	gCSD16_DEN_17	gCSD16_DEN_18	gCSD16_DEN_19	gCSD16_DEN_2	gCSD16_DEN_20	gCSD16_DEN_21	gCSD16_DEN_22	gCSD16_DEN_3	gCSD16_DEN_4	gCSD16_DEN_5	gCSD16_DEN_6	gCSD16_DEN_7	gCSD16_DEN_8	gCSD16_DEN_9	gCSD16_NYC_1	gCSD16_NYC_10	gCSD16_NYC_11	gCSD16_NYC_12	gCSD16_NYC_13	gCSD16_NYC_14	gCSD16_NYC_15	gCSD16_NYC_16	gCSD16_NYC_17	gCSD16_NYC_18	gCSD16_NYC_19	gCSD16_NYC_2	gCSD16_NYC_20	gCSD16_NYC_21	gCSD16_NYC_22	gCSD16_NYC_23	gCSD16_NYC_24	gCSD16_NYC_25	gCSD16_NYC_26	gCSD16_NYC_3	gCSD16_NYC_4	gCSD16_NYC_5	gCSD16_NYC_6	gCSD16_NYC_7	gCSD16_NYC_8	gCSD16_NYC_9	gCSD16_SAC_1	gCSD16_SAC_10	gCSD16_SAC_11	gCSD16_SAC_12	gCSD16_SAC_13	gCSD16_SAC_14	gCSD16_SAC_15	gCSD16_SAC_16	gCSD16_SAC_2	gCSD16_SAC_3	gCSD16_SAC_4	gCSD16_SAC_5	gCSD16_SAC_6	gCSD16_SAC_7	gCSD16_SAC_8	gCSD16_SAC_9	gCSD17_BAL_1	gCSD17_BAL_10	gCSD17_BAL_11	gCSD17_BAL_12	gCSD17_BAL_13	gCSD17_BAL_14	gCSD17_BAL_2	gCSD17_BAL_3	gCSD17_BAL_4	gCSD17_BAL_5	gCSD17_BAL_6	gCSD17_BAL_7	gCSD17_BAL_8	gCSD17_BAL_9	gCSD17_DEN_1	gCSD17_DEN_10	gCSD17_DEN_11	gCSD17_DEN_12	gCSD17_DEN_13	gCSD17_DEN_14	gCSD17_DEN_15	gCSD17_DEN_16	gCSD17_DEN_17	gCSD17_DEN_18	gCSD17_DEN_19	gCSD17_DEN_2	gCSD17_DEN_20	gCSD17_DEN_21	gCSD17_DEN_22	gCSD17_DEN_23	gCSD17_DEN_3	gCSD17_DEN_4	gCSD17_DEN_5	gCSD17_DEN_6	gCSD17_DEN_7	gCSD17_DEN_8	gCSD17_DEN_9	gCSD17_MIN_1	gCSD17_MIN_2	gCSD17_MIN_3	gCSD17_MIN_4	gCSD17_MIN_5	gCSD17_MIN_6	gCSD17_NYC_1	gCSD17_NYC_10	gCSD17_NYC_11	gCSD17_NYC_12	gCSD17_NYC_13	gCSD17_NYC_14	gCSD17_NYC_15	gCSD17_NYC_16	gCSD17_NYC_17	gCSD17_NYC_18	gCSD17_NYC_19	gCSD17_NYC_2	gCSD17_NYC_20	gCSD17_NYC_3	gCSD17_NYC_4	gCSD17_NYC_5	gCSD17_NYC_6	gCSD17_NYC_7	gCSD17_NYC_8	gCSD17_NYC_9	gCSD17_SAN_1	gCSD17_SAN_10	gCSD17_SAN_11	gCSD17_SAN_12	gCSD17_SAN_13	gCSD17_SAN_14	gCSD17_SAN_15	gCSD17_SAN_16	gCSD17_SAN_2	gCSD17_SAN_3	gCSD17_SAN_4	gCSD17_SAN_5	gCSD17_SAN_6	gCSD17_SAN_7	gCSD17_SAN_8	gCSD17_SAN_9
clbN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
clbO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clbP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clbQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clbS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cycA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	2	2	2	2	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	2	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	2	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
eae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
entA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
entB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	1	1	2	2	0	0	2	1	1	1	1	1	2	1	0	0	1	2	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	2	2	0	1	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1
entC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	2	2	1	1	0	1	0	2	1	0	2	1	1	0	2	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	2	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
entD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	2	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
entE	2	0	0	2	0	3	4	3	0	1	0	6	0	2	1	0	0	0	0	0	0	0	19	43	46	39	31	21	43	38	32	41	34	17	27	37	44	29	32	41	47	25	26	40	24	41	35	34	4	1	4	7	14	8	29	2	6	6	4	4	5	11	6	7	18	11	5	19	5	16	28	22	3	2	0	9	12	7	6	3	3	0	0	5	5	1	0	3	3	2	1	2	15	11	3	0	0	11	12	0	4	6	1	7	6	3	7	6	18	6	2	13	19	18	16	34	3	7	17	29	21	21	14	21	34	24	22	2	2	0	0	3	1	2	0	0	1	1	2	1	10	1	3
entF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	2	1	1	2	1	0	2	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	2	1	0	1	1	1	1	0	2	0	0	1	0	1	1	2	0	2	2	1	1	2	2	1	2	2	1	0	1	2	2	1	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0
eptB	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
etB	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	3	2	1	3	4	4	5	3	3	2	4	3	3	2	4	3	2	0	4	3	4	4	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	1	1	0	0	1	0	2	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	2	1	3	1	2	0	1	2	2	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
faB	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	3	2	3	2	2	4	1	2	2	0	2	2	2	3	2	3	2	1	1	3	2	3	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	2	2	1	0	0	2	2	1	0	2	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	0	0
faC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	1	6	2	2	3	1	2	1	2	1	2	1	1	3	1	5	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	2	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
faD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
faG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
faH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fdeC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0
fe	0	0	1	1	1	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	5	10	8	9	9	2	4	9	11	8	8	3	6	8	11	4	3	8	8	1	6	9	6	9	9	8	2	2	0	0	0	2	1	0	1	0	1	0	0	1	1	1	4	1	2	4	1	2	7	3	0	2	1	2	2	2	1	3	0	1	1	2	2	1	2	1	0	4	1	1	6	8	1	0	1	5	6	0	1	4	3	2	4	2	1	3	7	2	0	8	5	5	4	10	1	1	8	7	1	5	5	10	6	8	1	2	2	0	0	0	0	1	1	0	1	1	3	3	6	1	2
fepA	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	1	2	2	1	2	0	2	2	2	1	1	2	1	1	2	2	1	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	1	1	1	0	0	2	1	0	0	1	2	2	1	2	1	0	2	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	1
fepB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	1	2	2	2	0	1	1	1	1	1	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fepC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	1	1	1	0	0	1	2	0	0	2	1	0	0	0	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	2	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fepD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	2	1	1	0	1	1	2	2	1	0	2	1	0	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	2	0	0	2	1	1	0	1	0	0	2	2	0	0	1	2	1	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0
fepG	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	0	1	0	2	2	2	1	1	2	1	0	1	2	2	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	1	0	0	2	0	1	1	1	0	0	1	2	0	1	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
fha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
fimA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0
fimB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fimC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	1	1	2	1	1	0	1	0	0	1	0	2	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
fimD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	1	2	2	1	0	1	1	2	0	2	2	1	1	2	1	2	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	2	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	2	0	0	1	0	0	0	1	0	2	1	1	1	2	1	0	1	2	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
fimE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
fimF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fimG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	2	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fimH	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	2	0	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	1	0	1	2	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
fimI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
flhA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	1	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	2	1	1	1	0	0	2	1	0	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fliA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	2	0	2	0	0	1	1	2	1	0	1	1	1	1	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fliG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	2	2	1	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
fliI	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
fliJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
